Maoming;-25.8;25.9;11.2
Nanchong;-11.8;84.1;29.2
Xinyang;-29.2;48.3;-17.8
Madrid;51.7;71.0;67.9
Baghdad;46.9;86.9;75.7
Qujing;-86.9;-0.0;-43.5
Jieyang;-75.4;59.9;49.5
Singapore;-36.9;-3.9;-30.7
Prayagraj;-49.3;44.4;-21.1
Liaocheng;-76.9;49.3;-30.4
Dalian;-89.3;78.5;-33.8
Yulin;71.0;82.0;72.2
Changde;-73.4;-69.4;-70.4
Qingdao;-46.8;31.1;24.0
Douala;-24.3;18.1;-19.8
Miami;-85.4;99.2;-44.2
Nangandao;-34.4;-6.8;-18.7
Pudong;-90.6;-74.4;-81.7
Xiangyang;-39.5;53.4;40.5
Dallas;-82.0;42.0;34.5
Houston;39.4;91.2;40.8
Zhengzhou;-51.3;-5.6;-13.7
Lu'an;1.2;69.1;43.6
Dezhou;-77.5;-44.9;-51.5
Jinan;-90.0;-38.4;-51.3
Giza;-16.7;20.3;-1.3
Zhaotong;-71.0;74.1;-67.0
Yichun;40.9;86.4;85.6
Nairobi;-56.4;12.5;-16.8
Guadalajara;-91.8;-65.4;-73.6
Philadelphia;26.5;66.5;34.7
Ankara;25.4;42.6;33.2
Tai'an;-56.3;4.0;-1.5
Dazhou;-43.4;71.3;38.3
Langfang;7.0;12.4;8.3
Yongzhou;13.4;56.4;46.0
Toronto;40.6;41.6;41.1
Suihua;-98.3;-5.2;-67.4
Saint Petersburg;48.1;73.5;62.9
Qiqihar;21.0;45.0;33.9
Suzhou;-55.3;60.9;-17.5
Monterrey;-25.5;27.4;-24.8
Belo Horizonte;-89.4;1.9;-53.3
Weinan;0.7;12.0;8.8
Rangoon;-59.2;-12.3;-31.5
Zhangzhou;11.9;75.8;50.8
Yuncheng;-5.5;42.0;14.0
Xianyang;-49.9;94.4;74.4
Guilin;49.8;72.5;61.3
Atlanta;58.3;67.3;66.2
Taizhou;-37.8;-20.9;-34.4
Kashan;-29.0;90.9;14.7
Bozhou;-86.0;-52.9;-64.6
Abidjan;-76.2;-54.4;-55.8
Suqian;67.5;87.3;75.0
Huaihua;-77.1;18.1;-69.3
Ji'an;-56.9;-7.5;-15.5
Xiaoganzhan;-10.7;0.1;-10.0
Pingdingshan;43.5;80.5;69.0
Jiujiang;-48.3;54.3;21.8
Alexandria;-92.5;-36.6;-44.0
Mianyang;-37.8;-24.2;-25.0
Sydney;20.6;74.5;46.3
Huanglongsi;-92.4;-32.6;-70.5
Washington;29.6;59.0;54.4
Barcelona;-87.9;25.4;-12.6
Changsha;-12.9;69.4;42.8
Chenzhou;-80.0;80.1;43.2
Anqing;36.5;54.6;52.9
Jiangmen;20.2;42.8;25.9
Xinpu;-38.1;93.0;90.2
Yibin;-14.9;32.8;21.9
Yangzhou;30.0;56.0;33.1
Melbourne;-88.5;70.5;-34.1
Berlin;-51.6;89.9;28.4
Hengshui;3.7;24.9;11.2
Timbio;-37.8;82.9;-24.0
Kunming;-76.1;-20.2;-66.9
Yiyang;-23.1;97.1;-22.4
Guigang;-50.8;89.4;73.5
Changchun;-89.9;-72.9;-73.5
Jiangguanchi;-82.5;-35.9;-56.5
Casablanca;-96.8;-48.4;-61.8
Meizhou;-64.5;-31.5;-32.5
Zhangjiakou;-61.7;46.8;10.6
Chifeng;-95.2;74.4;43.5
Urumqi;31.9;68.6;51.5
Suzhou;-88.2;-36.9;-51.7
Izmir;-18.6;-8.8;-15.8
Linfen;-34.1;0.7;-11.8
Shantou;-96.1;-53.7;-60.5
Kabul;-96.3;86.0;29.3
Mogadishu;-95.9;-41.1;-47.3
Luzhou;-61.5;16.3;-20.6
Hefei;50.8;78.5;67.7
Boston;59.5;94.7;71.4
Liuzhou;-65.5;-38.9;-61.3
Zhaoqing;-43.8;-14.2;-19.3
Xiaoxita;-48.5;75.4;27.5
Shijiazhuang;36.0;36.4;36.3
Ningbo;16.8;64.8;38.7
Fuzhou;-11.8;55.2;19.9
Phoenix;-97.5;-13.6;-56.8
Zhuzhou;-35.2;-9.4;-26.3
Amman;-73.6;-9.9;-69.7
Chuzhou;-17.0;63.3;22.3
Jeddah;-12.0;-11.1;-11.4
Qingyuan;-92.8;-70.7;-75.2
Loudi;41.2;63.3;62.3
Binzhou;-71.9;-18.7;-66.5
Deyang;48.0;84.4;83.2
Taiyuan;-77.1;5.7;-37.9
Kano;-92.7;98.6;92.2
Wuhu;35.1;58.3;57.5
Nanning;44.8;75.4;63.4
Harbin;-32.6;61.9;37.4
Abuja;-8.8;5.9;-0.5
Yokohama;6.7;69.3;44.7
Baojishi;34.8;82.0;35.8
Zaozhuang;-99.2;77.1;-39.4
Xiamen;-89.0;-76.2;-79.1
Neijiang;-76.3;-25.7;-41.7
Fuzhou;-75.9;-0.1;-5.4
Baicheng;-64.6;-49.9;-56.9
Anshan;-31.9;33.5;31.4
Medan;-87.8;62.2;7.8
Yulinshi;-81.6;6.2;-57.5
Wenzhou;-50.7;20.4;13.7
Changzhou;-37.2;9.9;-5.4
Puyang;-82.5;-53.5;-58.4
Jiaozuo;-79.8;-1.2;-41.7
Nanchang;-96.1;56.1;-73.2
Ibadan;-82.6;9.9;-50.1
Hechi;7.4;93.6;22.7
Detroit;21.6;96.5;68.1
Montreal;-29.4;-24.1;-27.2
Busan;5.6;42.4;14.5
Hohhot;28.5;98.4;38.0
Seattle;-62.6;-60.7;-61.3
Algiers;-48.3;-41.0;-44.2
Hanzhong;-59.4;-10.9;-51.0
Tangshan;-52.6;58.6;-4.3
Shiyan;-24.3;-5.0;-11.9
Lucknow;-17.9;3.6;-8.8
Siping;-48.6;41.5;-29.5
Mashhad;34.0;62.2;36.6
Boankra;-25.2;-16.4;-23.6
Changzhi;-32.0;94.3;53.0
Dubai;-46.2;49.0;4.8
Qinzhou;16.3;39.1;35.5
Guiyang;-68.5;42.8;-28.2
Bengbu;-62.5;77.2;3.5
San Francisco;-79.1;-33.2;-77.0
Bazhou;-18.7;45.5;14.9
Qincheng;32.2;43.2;34.8
Suining;-62.9;-19.6;-59.6
Wuxi;-61.9;-39.6;-48.0
Leshan;-4.9;5.3;2.0
Putian;-6.1;97.6;61.3
Zhenjiang;-75.2;76.6;-20.3
Faisalabad;-17.3;50.9;3.6
Guang'an;-64.6;17.0;10.7
Tongren;27.1;95.8;80.1
Santa Cruz;-21.5;39.6;-3.2
Qinhuangdao;-77.4;-57.9;-76.2
Tongliao;-57.3;71.9;-28.1
Jinzhou;-86.5;13.9;-72.5
Heyuan;-87.1;-74.4;-79.6
San Diego;6.7;88.5;33.3
Jaipur;-72.1;19.4;-36.9
Xinzhou;0.7;64.2;2.8
Lanzhou;-76.1;28.2;-8.3
Wuzhou;11.5;76.9;44.1
Athens;-14.6;81.9;63.0
Addis Ababa;-13.9;36.6;0.9
Chaoyang;69.9;73.8;70.8
Brasilia;-67.4;-45.3;-64.0
Taichung;15.6;20.4;17.1
Kuwait City;85.0;90.5;86.2
Budapest;-75.9;-31.7;-61.4
Shaoguan;-89.8;28.6;-46.0
Shanwei;44.2;88.5;78.5
Quezon City;-61.6;-30.4;-52.0
Rizhao;-35.6;58.5;-10.9
Kyiv;-1.4;37.7;6.1
Sanaa;-77.8;-28.5;-53.8
Meishan;-65.1;74.0;-62.4
Incheon;-26.8;76.2;35.2
Guatemala City;-0.1;98.7;75.3
Birmingham;-90.5;-81.6;-83.1
Zhongshan;-80.0;-21.2;-35.5
Ningde;-69.1;22.1;-15.9
Weihai;-17.3;69.6;0.5
Daqing;-5.0;-1.5;-4.3
Bursa;-66.5;-46.0;-48.2
Salvador;3.7;77.3;68.3
Rome;-46.3;62.6;-20.1
Haikou;-100.0;-72.8;-74.6
La Paz;-37.4;19.9;15.5
Xiangtan;-48.1;0.9;-5.1
Pyongyang;-99.5;44.4;-0.6
Minneapolis;-39.3;60.4;-21.4
Omdurman;-76.4;4.0;0.8
Malang;-71.3;-28.8;-43.8
Mudanjiang;-35.2;57.8;47.7
Stuttgart;4.4;53.6;13.7
Brooklyn;-52.4;-46.2;-48.8
Kaohsiung;82.2;92.3;82.3
Guayaquil;-98.2;56.8;13.1
Lisbon;-29.6;81.6;-17.5
Longyan;22.9;86.7;60.1
Tieling;-43.1;14.4;-8.0
Manchester;-81.0;-6.4;-33.6
Baotou;-36.2;33.2;-5.5
Handan;-6.0;-1.7;-3.7
Cawnpore;-9.2;47.6;-6.4
Dingxi;42.8;94.3;47.5
Nanping;-63.0;29.5;-24.0
Tampa;45.5;74.1;47.0
Zigong;-98.6;21.0;-2.1
Maracaibo;-12.4;88.4;51.7
Chaozhou;-15.7;-12.4;-15.3
Mbuji-Mayi;-71.5;10.8;-29.5
Denver;-50.6;-28.4;-49.0
Gulou;-45.8;40.5;20.4
Weifang;-86.7;-33.0;-67.0
Huai'an;-28.4;4.3;1.8
Zibo;-36.1;-21.9;-35.8
Ankang;-23.0;65.7;-9.2
Baoshan;-99.2;48.4;24.3
Antananarivo;-99.6;-39.0;-95.2
Huludao;-4.1;58.7;14.5
Munich;-60.3;55.3;-5.8
Yanjiang;2.2;35.8;12.5
Santo Domingo;-63.9;59.4;53.8
Sanming;-54.3;-47.0;-53.9
Tashkent;11.1;18.5;17.6
Longba;11.3;60.3;48.5
Yangjiang;-34.4;97.9;-12.3
Jiamusi;-82.8;99.4;7.1
Luohe;1.6;26.4;3.8
Lincang;-97.4;35.0;12.5
Medellin;-89.2;-37.7;-63.1
Xuanzhou;5.0;97.3;96.3
Yunfu;-73.0;-6.1;-50.5
Shaoxing;-69.4;59.3;45.3
Yantai;18.8;28.1;24.2
Huizhou;-78.7;71.6;-6.4
Lishui;76.4;96.1;83.9
Mirzapur;-97.2;98.0;-39.3
Hamburg;-38.7;57.2;2.3
Guangyuan;-26.6;56.4;3.0
Cali;-37.4;-20.9;-25.9
Lusaka;1.8;20.4;20.2
Huangshi;-40.9;16.0;-7.6
Xining;30.9;83.2;32.3
Ouagadougou;-55.6;-38.2;-40.6
Daegu;-77.3;-42.6;-61.6
Fortaleza;-58.0;-20.3;-41.6
Yaounde;86.8;94.7;93.4
Jilin;8.4;37.6;19.9
Dandong;18.8;32.7;25.3
Zhuhai;-7.7;50.0;3.7
Lianshan;-99.1;-85.5;-86.9
Yingkou;-66.3;9.2;-27.9
Antalya;46.8;74.8;63.7
Nagpur;-94.5;56.8;-34.3
Queens;3.3;62.1;8.0
Accra;5.4;49.7;44.9
Bekasi;-24.1;23.4;14.1
Ghaziabad;-77.7;23.3;-0.4
Yuxi;48.5;81.3;77.7
Luoyang;-5.0;91.2;84.6
Brisbane;82.2;87.4;83.3
Anshun;-69.4;65.5;10.6
Depok;22.8;56.3;37.4
Shangzhou;18.5;72.9;24.5
Huainan;-92.7;-20.6;-69.8
Colombo;57.1;72.2;68.2
Kuaidamao;10.1;16.0;10.6
Baku;-23.4;37.4;5.1
Fukuoka;-92.7;74.6;63.8
Yan'an;-78.2;-35.3;-61.7
Jincheng;-5.7;71.3;5.9
Vancouver;46.4;78.0;57.4
Nantong;-71.8;-64.8;-69.5
Tangerang;-61.1;37.7;28.3
Caracas;-39.9;-29.8;-30.9
Sanmenxia;-76.9;-55.0;-66.3
Laibin;-67.9;72.2;-49.9
Konya;-35.9;41.0;-1.4
Manaus;-73.2;-35.1;-52.6
Esfahan;-98.9;-39.2;-94.9
Qinbaling;-99.5;-58.9;-88.1
Baltimore;52.1;63.7;54.7
Ma'anshan;-42.2;19.2;6.5
Shengli;-85.9;-77.4;-81.4
Gaoping;-85.4;93.3;-55.5
Taizhou;-35.0;1.7;-5.2
Harare;-15.5;54.7;-8.6
Kowloon;-45.2;39.1;11.0
Las Vegas;-98.1;88.5;16.8
Havana;-25.7;21.9;-2.8
Perth;-46.2;58.1;1.3
Phnom Penh;-5.8;-4.1;-5.4
Puning;-61.7;-28.5;-49.0
Huaibei;27.6;69.6;52.5
Qingyang;-35.2;21.1;5.4
Haiphong;64.9;99.3;93.6
Chongzuo;-36.0;58.6;13.7
Rawalpindi;-26.2;45.2;-6.9
Yushan;-52.4;-3.6;-38.6
St. Louis;-38.2;61.8;55.9
Kumasi;-73.7;-32.9;-53.2
Vadodara;-80.0;82.3;65.6
Hezhou;-24.8;50.3;-20.1
Pingliang;-22.4;-3.3;-7.3
Portland;-21.3;76.9;51.4
Vishakhapatnam;33.9;83.5;64.1
Gujranwala;-76.1;-66.6;-67.7
Baicheng;17.2;26.3;18.9
Gaziantep;61.0;85.6;62.0
Fushun;-80.4;38.7;-75.3
Riverside;-79.5;-38.1;-53.5
Bamako;-7.4;27.8;-6.4
Quito;-18.8;78.7;27.0
Minsk;30.8;78.4;66.2
Tijuana;-46.7;6.9;-46.0
Bamenda;75.4;79.0;77.9
Boosaaso;-25.0;-24.3;-24.6
Indore;-66.4;64.2;-0.6
Sanliurfa;-59.4;27.0;-26.8
Vienna;-76.2;-33.2;-51.5
Karaj;-29.7;44.3;2.4
Kananga;42.2;50.8;43.6
Peshawar;24.7;53.6;52.5
Sapporo;-77.0;19.7;14.2
Ecatepec;-36.5;92.2;-35.1
Pingxiang;-9.4;82.9;76.7
Orlando;-96.2;-22.0;-66.9
Aleppo;58.6;94.9;84.4
Sacramento;-1.3;49.3;47.5
Almaty;-81.7;69.5;-60.4
San Juan;-57.0;72.1;16.5
San Antonio;-62.6;72.2;-55.2
Yinchuan;-11.5;69.9;44.9
Thane;-47.1;98.1;35.4
Santos;-50.2;52.3;-26.5
Blantyre;46.8;50.5;49.4
Bucharest;0.1;95.7;18.8
Curitiba;-64.8;35.9;8.3
Multan;10.6;23.9;15.1
Tainan;-40.6;-15.7;-19.3
Xiping;95.6;99.1;97.3
Port Harcourt;27.5;57.1;41.4
Warsaw;-81.7;-77.4;-80.3
Jixi;12.3;60.1;55.1
Saidu Sharif;-10.2;49.0;28.8
Liaoyang;-27.8;24.0;10.1
Beihai;-89.0;-18.0;-69.1
Meru;32.8;54.2;37.9
Brazzaville;-38.0;92.0;69.3
Fuxin;-19.1;41.1;4.4
Wuwei;-60.7;-3.3;-41.8
Mersin;25.2;45.0;41.6
Bhopal;-18.4;79.1;35.7
Lubumbashi;-35.4;32.9;-11.7
Denpasar;61.5;94.6;92.8
Davao;-2.6;36.2;10.7
Shuyangzha;91.2;93.3;92.3
Adana;-13.1;66.1;17.3
Damascus;-35.0;50.1;39.9
Brussels;-40.1;-3.8;-6.0
Hyderabad City;-24.5;4.9;-2.2
Diyarbakir;-64.2;96.2;71.7
San Jose;12.3;86.6;67.1
Chinchvad;-41.9;59.3;35.1
Montevideo;-88.8;76.5;-86.9
Pittsburgh;-62.5;86.1;-27.3
Shuozhou;-89.9;-89.6;-89.9
Cincinnati;-97.5;49.3;-28.4
Benxi;-17.7;40.8;30.3
Baiyin;13.0;41.2;36.5
Mosul;16.1;41.7;32.1
Manhattan;-96.5;82.4;-29.6
Caloocan City;-32.4;-11.7;-15.7
Kampala;-44.1;21.5;-17.2
Patna;9.3;18.3;12.9
Tegucigalpa;67.8;78.0;73.0
Cleveland;32.4;99.9;75.7
Sanzhou;-21.4;72.0;33.5
Changshu;-45.4;64.3;-15.4
Mecca;5.1;32.8;8.1
Heihe;70.8;96.9;84.8
Jingdezhen;-96.1;-50.8;-88.6
Conakry;-86.3;9.0;-64.6
Recife;20.9;32.7;27.8
Indianapolis;-76.9;87.6;-29.1
Austin;-27.5;-3.1;-7.7
Sangereng;-31.7;2.0;-4.2
Kansas City;56.1;78.5;69.8
Zhongli;-62.3;-6.1;-11.1
Novosibirsk;34.1;97.2;50.8
Bilaspur;-14.3;32.0;20.8
Semarang;-26.8;-7.0;-25.8
Ludhiana;20.4;72.4;31.2
Narayanganj;-25.6;37.0;-15.9
Stockholm;-40.8;-24.8;-35.9
Chengtangcun;-45.6;62.9;45.5
Agra;-94.0;30.1;-58.0
Balandougou;-70.9;28.1;-22.9
Agwar;-63.9;48.4;-22.0
Leon de los Aldama;-97.7;-24.4;-56.0
Yopougon;-10.3;98.1;-4.1
Puebla;-50.1;32.8;-32.4
Madurai;-63.9;95.8;70.7
Hebi;16.8;80.1;73.9
Cordoba;-83.0;1.7;1.0
Shiraz;-69.5;-5.6;-14.5
Jamshedpur;-83.9;59.4;-42.9
Tabriz;-19.4;-5.6;-8.9
Huzhou;-71.6;-2.7;-57.3
Columbus;-53.0;-37.0;-46.4
Sofia;-1.5;68.9;3.0
Kawasaki;-44.8;53.8;11.4
San Jose;-10.4;-4.3;-6.1
Aba;-78.2;69.6;-7.0
Palembang;-17.0;-13.9;-14.0
Zhangjiajie;-63.9;38.4;38.3
Kobe;-22.0;68.1;65.4
Jiaxing;60.9;90.7;67.8
Charlotte;10.0;67.8;64.4
Guiping;16.5;81.2;62.6
Lianjiang;-74.5;-71.6;-74.4
Ximeicun;-22.7;11.2;10.5
Jianguang;-63.7;41.2;25.7
Yucheng;-1.7;0.8;0.5
Panama City;-7.6;83.3;56.7
Xushan;-7.2;33.6;1.7
Belem;-5.0;98.8;54.7
Virginia Beach;-84.8;54.5;31.2
Leizhou;-71.7;0.6;-0.0
Gwangju;-13.9;62.9;5.4
Nasik;-49.9;81.8;5.4
Porto Alegre;70.3;77.2;73.7
Valencia;-65.1;21.3;15.7
Onitsha;32.7;52.9;51.2
Abu Dhabi;-99.4;60.0;-74.2
Daejeon;-99.1;-95.8;-98.9
Zapopan;-94.0;-6.3;-15.3
Bronx;-88.3;69.1;-65.1
Yekaterinburg;35.7;50.0;49.9
Huazhou;-73.3;93.5;12.2
Kyoto;-49.1;41.4;18.5
Jinhua;62.2;99.1;98.5
Amsterdam;47.2;91.7;86.3
Shuangyashan;-75.6;-6.2;-28.2
Pizhou;12.2;45.2;39.0
El Kelaa des Srarhna;-98.6;74.8;-0.5
Dakar;-29.4;29.3;3.8
Kharkiv;-91.5;-70.4;-78.7
Yangshe;-72.3;11.9;-67.9
Guyuan;-45.4;60.6;13.4
Rui'an;5.1;77.7;55.9
Khulna;-5.4;47.6;32.4
Muscat;-70.6;-6.4;-41.0
Wenling;19.2;32.0;31.5
Gaozhou;-88.9;22.4;-26.7
Faridabad;1.7;40.3;24.6
Chizhou;-68.8;7.7;-24.7
Tel Aviv-Yafo;-25.4;87.4;19.9
Ulaanbaatar;-78.9;40.5;-40.0
Goiania;-20.7;1.9;-8.5
Fuqing;-70.4;95.1;-21.4
Kayseri;-39.4;-35.0;-35.2
Wuzhong;-35.7;74.7;-32.3
Belgrade;-59.9;95.7;-31.0
Pingdu;-20.5;48.3;-7.1
Milan;-44.3;-27.4;-42.1
Aurangabad;25.4;39.3;38.7
Copenhagen;-74.5;-45.9;-58.5
Yangquan;-32.1;74.9;53.6
Yutan;-96.3;11.2;-29.8
Huangshan;23.7;27.1;25.9
Auckland;-70.3;21.8;-4.4
Makassar;-38.5;6.2;-9.4
Santiago;-27.3;72.8;68.0
Milwaukee;38.8;44.2;40.8
Rajkot;-53.3;24.0;-11.6
Prague;-98.6;-51.2;-70.5
Samsun;-49.5;98.1;7.6
Liangshi;33.4;94.4;47.9
Barranquilla;-56.4;55.8;-1.1
Saitama;0.6;88.6;17.9
Guarulhos;-11.3;-1.5;-2.0
Al Basrah;-53.9;-43.1;-49.4
Mandalay;-82.3;78.1;43.8
Juarez;-74.1;56.4;35.6
Xintai;-42.3;89.8;52.7
Wusong;-54.4;0.6;-14.6
Meerut;-12.3;89.8;14.6
Yushu;52.0;72.3;54.8
Rongcheng;-75.1;-0.1;-58.5
Huazhou;-38.7;42.4;-20.6
Adelaide;-85.7;-70.5;-72.8
Baishan;-72.5;16.8;-56.5
Dayan;-55.2;92.6;49.8
Haicheng;-60.3;31.2;7.0
Tripoli;29.5;82.1;70.0
Jiangyin;-26.5;78.7;68.5
Yicheng;-55.6;-33.6;-44.8
Huaiyin;-93.0;85.3;-48.0
Porto;-68.3;97.6;-29.8
Cacuaco;-99.7;-12.1;-27.8
Soweto;-70.1;30.0;-52.0
Rosario;50.3;56.8;51.8
Canagatan;-37.8;41.3;-24.1
Helsinki;49.3;56.4;52.9
Jabalpur;-68.2;43.2;26.9
Providence;35.0;70.2;47.6
Rucheng;-92.4;-76.5;-84.3
Nizhniy Novgorod;44.9;78.8;57.6
Ahvaz;-82.0;-76.2;-80.5
Jepara;25.5;35.9;34.5
Shaoyang;-53.0;-8.1;-44.5
Comayaguela;-82.3;82.0;-62.1
Laiwu;-63.1;4.5;1.7
Sharjah;-65.6;-31.0;-64.5
Kalamboli;-77.1;1.5;-7.7
Jingling;-58.8;-27.6;-52.7
Kazan;-20.5;54.0;43.2
Suwon;49.7;90.9;51.1
Yongcheng;-55.2;52.2;-10.7
Sumedang;-63.7;1.9;-45.4
Calgary;-61.0;75.0;-14.1
Can Tho;9.1;25.6;19.4
Yiwu;-44.5;62.4;11.0
Bagam;13.9;71.4;33.8
Beidao;-12.1;84.8;52.0
Vasai;-60.6;14.4;-59.6
Xiangshui;62.2;87.9;86.9
Jacksonville;11.0;46.7;11.2
Akcaabat;-7.0;26.2;5.8
Campinas;-27.0;-23.6;-26.0
Dadukou;-82.2;-29.5;-42.7
Mombasa;-66.7;32.3;1.1
Lingcheng;-55.1;-9.5;-28.1
Najafgarh;-93.6;-27.6;-58.4
Vila Velha;21.1;42.2;27.9
Gazipura;-17.6;42.5;-11.4
Chelyabinsk;-63.2;80.0;56.5
Varanasi;-43.7;87.1;37.7
Xinyu;-48.7;-30.0;-32.4
Qom;-78.8;-15.3;-37.6
Hargeysa;-7.4;4.1;-2.9
Zhangye;-39.8;12.0;-0.1
Hiroshima;-8.2;28.0;-2.8
Maiduguri;-50.9;19.0;15.6
Chiang Mai;-40.7;7.9;-40.4
Doha;-90.9;-30.8;-46.3
Maputo;-35.8;88.1;68.8
Mbandaka;56.4;67.4;65.8
Pikine;-85.2;61.2;-63.0
Medina;6.0;26.8;21.0
Srinagar;-47.2;-26.8;-35.4
Omsk;-25.2;77.6;-7.0
Dublin;-90.1;77.7;-86.4
Liaoyuan;-73.1;85.1;57.9
Cilacap;-84.1;49.3;-77.8
Yingtan;-39.2;47.3;9.6
Bandar Lampung;-34.0;57.5;6.1
Samara;-39.9;31.3;9.5
Guankou;70.1;81.1;74.0
Ulsan;57.8;89.4;59.9
Dhanbad;47.4;48.6;48.0
Dingzhou;-79.1;-3.3;-75.0
Lianyuan;-26.2;93.7;28.5
Rongcheng;-81.5;40.7;-37.2
Kaiyuan;-99.6;-29.4;-42.2
Nay Pyi Taw;-93.9;20.2;-37.4
Zhuji;-20.2;16.0;-15.6
Kigali;-14.2;35.7;-5.9
Bukavu;-8.7;39.2;36.2
Leiyang;-53.9;-30.2;-38.7
Bafoussam;-77.6;92.9;-47.6
Yichun;-95.7;66.8;39.6
Benin City;38.6;73.9;51.7
Rostov;58.8;83.4;64.2
Xiantao;-54.0;92.6;60.6
Amritsar;21.5;28.8;28.6
Callao;-90.0;64.0;18.6
Salt Lake City;-33.5;47.3;-2.4
Aligarh;-56.7;-12.5;-28.2
Shagamu;-80.2;29.6;23.9
Yingchuan;-53.9;60.6;-2.4
Ciudad Nezahualcoyotl;-21.2;5.7;-8.5
Tbilisi;-87.4;-28.3;-32.4
Guwahati;38.5;91.0;64.8
Ufa;51.0;66.0;52.4
Fes;-70.0;-40.3;-53.4
Sao Luis;19.8;66.3;26.8
Bien Hoa;-92.0;57.3;-46.3
Sevilla;-36.6;-8.3;-13.9
N'Djamena;15.6;60.3;27.2
Mexicali;-31.4;5.1;-26.9
Nezahualcoyotl;-39.4;79.8;78.7
Ikare;50.5;74.7;72.9
Nashville;-73.6;0.5;-38.5
Tamale;-95.8;53.7;-18.2
Xibeijie;43.3;78.3;68.1
Yuyao;11.3;62.6;33.1
Haora;4.5;58.8;38.5
Hanchuan;-97.9;-4.4;-67.8
Gongzhuling;62.9;93.3;73.8
Krasnoyarsk;-57.4;73.0;-13.7
Cologne;-22.5;84.4;66.2
Bujumbura;-88.3;1.7;-84.2
Bishkek;-57.9;-26.8;-43.5
Zhufeng;-98.7;44.2;-50.9
Sao Goncalo;-74.3;13.5;-1.3
Yerevan;-19.9;4.3;-4.4
Ezhou;92.4;97.5;93.6
Nur-Sultan;-9.5;65.5;23.0
Tongjin;-5.6;71.8;69.4
Nouakchott;-4.9;41.3;6.3
Xiashi;53.6;96.0;84.3
Ranchi;0.5;31.2;25.4
Taixing;-70.7;94.8;-39.2
Vereeniging;-34.1;93.0;7.9
Gwalior;-28.7;36.6;-17.6
Zhongwei;-34.7;-15.7;-20.6
